Hello?   It’s the deli again!,negative
All right! I’ll have a sandwich!,positive
I don’t think this number’s right!,negative
Oh come on!!,negative
"Gotta go. I miss you too, I love you, but it's getting real late now",negative
"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",negative
Her name's Ronni. She's a pet mortician.,neutral
Sure. So how long you been...,neutral
"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",neutral
Since then?!,negative
"No, it's only been six years.",neutral
I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,neutral
...Joe.,neutral
Y'ever been in love?,neutral
...I d'know.,neutral
Then y'haven't. You're burning your tomatoes.,neutral
You're one to talk.,negative
"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",neutral
Oh man. Please tell me one of 'em is Ma.,negative
"Of course, course one of 'em's Ma. What's the matter with you.",negative
"Everything’s gonna be all right. Okay, Dick?",neutral
"Hello, I am Guru Saj--Whoa!!  That’s supposed to be a duck right? ‘Cause otherwise, this is waaay out of my league.",negative
"Hey, Rach, how was work?",neutral
"Oh, great. Although I did sit down where there wasn’t a chair.",neutral
"By the way, Ross dropped by a box of your stuff.",neutral
"Oh, well, I guess I had that one coming.",neutral
"I’m just gonna throw it out, it’s probably just a bunch of shampoo and...",neutral
Something wrong?,neutral
No. Nothing.,neutral
"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",neutral
"Yeah, that's it?",positive
Yeah.,neutral
"Dude, I am sorry about what I said!",negative
"No, no, you’re right, it is a ridiculous name!",negative
It’s not that bad.,neutral
"Yes it is! From now on, I have no first name.",negative
"So, you’re just Bing?",neutral
Because we won our apartment back!,positive
"What? Ace is high! Jack, queen, king, ace!",negative
"No! Ace is low! Ace, two, three, four!",negative
I don’t know. Ooh! Ooh! Look it!  Ah-ha!,positive
"All right, cut, let’s pick again, pick again.",neutral
Okay.,neutral
Come on apartment! Come on apartment!  Oh! I know queen is high!,negative
"Uh-huh, not as high as… It worked! King!",positive
Yeah baby!,positive
"But, we pick again! We pick again!",positive
Why?!,neutral
I don’t know!,negative
Tickets please!  That’s courtside baby!,positive
"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",negative
No they didn’t!,positive
"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",neutral
It's gonna be worth it.,neutral
"It's a known fact that women love babies, all right?",neutral
Women love guys who love babies.,neutral
It's that whole sensitive thing.,neutral
"Quick, aim him at that pack o' babes over there.",neutral
Maybe one of them will break away.,neutral
"No, no wait, for get them, we got one, hard left.",positive
"All right, gimme the baby.",neutral
"No, I got him.",neutral
"Oh, seriously you want him?",positive
Hello.,neutral
"Well, don't, don't think me immodest, but, me?",positive
You wanna smell him?,neutral
"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",positive
What'd I tell you? What'd I tell you?,positive
"Well, we are great guys.",neutral
Bye.,neutral
"Well, not really.",neutral
"I mean technically it’s-it’s not against the rules or anything, but it is frowned upon.",neutral
"Especially by that professor we ran into last night, Judgey von Holierthanthou.",negative
"Well Ross, you be careful now. You don’t want to get a reputation as y’know Professor McNailshisstudents.",positive
Yeah. What-what should I do?,negative
"Well Ross, it seems pretty clear.",neutral
I mean what’s more important?,neutral
"What people think or how you feel, huh?",neutral
"Ross, you gotta follow your heart.",neutral
Joey that is so sweet.,positive
Hey.,neutral
"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",neutral
I couldn’t do it.,negative
You couldn’t do it?!,negative
"Hey, relax I just need more time. We’re going to dinner tonight.",neutral
What?! You’re going out with her again!,negative
Going out with who?,neutral
"Uh, Dana Keystone from college.",neutral
Oh yeah! Wasn’t she uh,positive
"No, that was Dana Caplin.",neutral
Joey! You didn’t even know her!,positive
Ah whatever!,negative
"Morning! Hey, how’s my favorite genius and my little robot buddy?!",positive
Don’t touch him!,negative
Okay!,positive
All right.,neutral
"Umm, all right Wayne, level with me.",neutral
I-I keep hearing all these rumors that I might get fired.,negative
"Okay, they even have actors coming in to read for my part!",negative
"Come on man, you-you got to give me a second chance!",negative
"I mean, I love-I love this little guy!",positive
Ah-ah!!,negative
"Okay, that’s why you didn’t want me to touch him right?",negative
Here you go!,neutral
Okay?,neutral
Stupid!,negative
I can’t believe it!,negative
God!,negative
"Hey, how you doin’?",neutral
Hey.,neutral
"Hi. Look um, about what happened earlier...",negative
"No, hey, well, I-I completely understand. You were, you were stressed.",neutral
I was gonna give you a chance to apologise to me.,negative
For what? For letting you throw me out of your office?,negative
You had no,negative
"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",negative
"But I told you, I didn’t have the time!",negative
"Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.",negative
"Wh, Ross what do you want from me?",negative
"You want me, you want me to quit my job so you can feel like you have a girlfriend?",negative
I know.,neutral
"Ooh, I have to tell you something.",positive
What?,neutral
But I can’t tell you.,neutral
"Okay, but wouldn’t it be easier if you had to tell me something that you could tell me.",neutral
"Well, sure in a perfect world. But, no, I promised I wouldn’t tell, and I swore to like all my gods.",neutral
Okay. Does it have to do with Ross and Rachel?,neutral
No.,neutral
Does it have to do with Joey?,neutral
No.,neutral
Does it have to do with-with Chandler and that sock that he keeps by his bed?,neutral
"No, but let’s come back to that later!",neutral
Hi!,positive
Richard!,positive
"Actually, I’m not here to complement the chef.",neutral
"Ohh… Oh, that’s okay I hate when people come back to complement the chef.",neutral
Like I have nothing better to do!,neutral
So what’s up?,neutral
"Well, it was great seeing you the other night.",positive
"Oh, good to see you too. Did you come down here to tell me that?",neutral
No! I came here to tell you something else.  I came here  to tell you I still love you.,positive
"One pregnant woman at a time, please! I just want you to be okay.",negative
So forcing her to marry Bobby is gonna make that happen?,negative
"Maybe!  Well! Well…so-so uh, what kind of music does Numb Nuts—Oh forget it! I can’t!",negative
"Joey, I am scared to death about this.",negative
"But I really think I can do it, I’m just gonna need some help.",negative
And Bobby’s gonna be here the whole time.,neutral
"You bet I am!  And to answer your earlier question, we’re straight-up gangster rap.",positive
"Look, Rachel’s told me how much easier you’ve made all this on her. Why can’t you do that for me?",negative
Because! ‘Cause… ‘Cause you’re my baby sister!,negative
And you’re my big brother!,positive
"I mean, you’re my favorite guy in the whole world.",neutral
I’m not even scared to tell mom and dad.,neutral
I was scared of telling you.,negative
"Well I’d be scared of them, but all right.",negative
"Joey, I can’t stand the thought of having this baby with you mad at me.",negative
I want him to have his uncle.,negative
Is my baby gonna have his Uncle Joey?,negative
Of course he’s gonna have his Uncle Joey!,positive
"We’re gonna be all right. I mean, even if we’re not married this baby is gonna be so loved. Not just by us.",positive
That’s right! By his uncle too!,positive
And by you.,positive
"Okay Bobby, why don’t we just come over here and let them have a little moment.",neutral
Come here!,positive
No! Seriously! What’s wrong with you?!,negative
I had a really nice time tonight.,positive
So did I. I'm really glad Monica asked us out.,positive
"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",neutral
You're sister? You're sister's asleep on the couch?  Ohhh! I saw,positive
"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",neutral
Hi!,positive
"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",positive
Like it would help.,neutral
You are so bad!,positive
You are!,positive
You are!,positive
You are!,positive
You are!,positive
You are!,positive
You are!,positive
You are so dead! I'm gonna get you.,positive
"Uh, it was very nice meeting you.",neutral
"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",positive
"Hi Mom, it's Jill.",neutral
"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",positive
"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",neutral
Jill says vestibule... I'm going with vestibule.,neutral
"I'm fine. No, I'm not alone... I don't know, some guy.",neutral
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",positive
Are you seeing anybody right now?,neutral
"Og-ee-op, I’m not asking for me, I’m… I mean… No, I’m-I’m not gay, I’m not asking you out.",negative
I’m not-I’m not-I’m not gay!,negative
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,neutral
Uh-huh.,neutral
That sounds great!,positive
Hey!,neutral
"Umm, excuse me, we switched apartments. You can’t eat are food anymore, that-that gravy train had ended.",negative
There’s gravy?,positive
If you have the big apartment you have to deal with people coming over all the time.,neutral
"That fridge has got to be stocked, okay, that’s your department now.",neutral
What are you doing?,neutral
I think I left a donut up here.,neutral
"So, in conclusion, the lines all go up , so I’m happy.",neutral
Great job team!,positive
Tomorrow at 8:30.,neutral
Phil!,positive
Nice job.,positive
Stevens!,positive
Way to go!,positive
"Joel-burg, you maniac!",positive
I love ya!,positive
Bing!,positive
"Oh, excuse me. I forgot my briefcase y'know, by accident.",neutral
"Of course, you did.",positive
Forgot something else too ya bastard!,positive
"Well, what about you?",neutral
You’re not feeling left out or anything are ya?,neutral
"No. No, not at all, that’s-that’s ridiculous.",negative
"Everybody else got one, and you want one too. Don’t you?",positive
"Ye-ye-yeah, yes I do!",negative
"Now get on out of here, you!",positive
Hey Bob.,neutral
Hey! How’s my pal Toby doing today?,positive
"If I see him, I’ll ask.",neutral
Toby!,positive
Yeah!,positive
Oh then you know each other.,neutral
We’re on a semi-first name basis.,neutral
What do you think of adding him to our team?,neutral
"Bob? Ooh, working here with us? Everyday? Yeah, I don’t know if he has what it takes.",negative
Really? They love him down on six.,negative
But this is eleven. It’s almost twice as hard up here.,neutral
Hey! Guess what I got for your wedding!,positive
A freakish thin date with a hanger for her head?,neutral
"No. Rachel hooked me up with a tux! But not just any tux, Batman’s tux!",positive
What?,negative
That’s right! Made expressly for Val Kilmer and worn by him in the hit film…that Batman film he was in.,positive
You can’t wear that! I’m wearing the famous tux! James Bond’s tux!,negative
So?,neutral
So—If you wear that you’ll make mine less special.,negative
"Sorry, I just don’t like the idea of when I say ""I do,"" he’s thinking, ""Yeah, I’d do her too!""",negative
Well then we still have a problem.,neutral
Yeah!,neutral
With what?,neutral
"Well, we’re trying to find someone to perform our wedding and they’re all either boring or annoying or y’know, can’t stop staring at the ladies.",neutral
Oo! You should have one of us do it!,positive
"Phoebe, we’re getting",neutral
No! No! It’s-it’s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,positive
I call it!!,positive
What?! No! It was my idea!,negative
Guys thank you very much but neither of you is marrying us.,neutral
Does calling it not mean anything anymore?!,negative
"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",neutral
"See, I see.... big passion in your future.",positive
Really?,positive
I do.,neutral
"Oh Ross, you're so great. [she playfully rubs his head and gets up]",positive
"That was supposed to be a good thing, I forget why.",neutral
"Just listen, Monica, I, do you know, okay, do you know, I couldn’t sleep for like a month because I got like a dot of ink on one of the sofa cushions.",neutral
"Well, you-you coulda just turned the cushion over.",neutral
"Yeah, I would’ve except I had a big spaghetti stain on the other side.",neutral
What?!?!,negative
"Okay, this is what I’m talking about, this. I-I need to live in a land where people can spill.",neutral
You can spill. In the sink.,neutral
